age,gender,income,education,marital_status,household_size,region,urban_rural,total_purchases_12m,total_spend_12m,avg_order_value,days_since_last_purchase,product_categories_purchased,returns_rate,discount_usage_rate,loyalty_program_member,email_open_rate,email_click_rate,website_visits_30d,avg_session_duration,mobile_app_usage,social_media_engagement,push_notification_enabled,sms_opt_in,purchased_product_a
34,Female,39377,Bachelor,Married,1,West,Suburban,20,1530.92,76.55,22,1,0.282,0.598,1,0.236,0.066,13,10.66,7,61.06,1,1,0
41,Female,120506,Bachelor,Married,4,West,Suburban,28,2580.85,92.17,19,3,0.184,0.734,1,0.434,0.107,17,11.09,12,19.06,0,1,1
18,Male,52756,Bachelor,Single,1,Northeast,Urban,14,1045.13,74.65,46,5,0.045,0.619,0,0.252,0.099,11,6.06,21,42.69,0,1,1
31,Male,95980,Master,Married,1,West,Suburban,24,1939.08,80.8,10,1,0.125,0.352,0,0.303,0.042,11,8.77,15,26.31,0,1,1
35,Male,80027,PhD,Married,4,Southeast,Suburban,20,1628.82,81.44,10,4,0.139,0.362,0,0.297,0.043,12,4.04,11,50.12,1,1,1
34,Female,82745,Bachelor,Married,4,Southeast,Urban,17,1721.15,101.24,13,3,0.048,0.29,1,0.19,0.061,14,14.45,16,23.37,1,0,1
44,Male,118663,Master,Married,3,Southeast,Suburban,23,1339.8,58.25,24,2,0.05,0.207,1,0.203,0.023,9,6.07,11,43.87,1,0,0
29,Female,47895,High School,Single,4,Southeast,Suburban,9,347.79,38.64,25,2,0.089,0.65,0,0.311,0.081,5,7.22,16,63.99,1,1,1
58,Male,56836,High School,Married,6,West,Rural,17,1418.34,83.43,25,1,0.09,0.382,1,0.356,0.064,10,6.55,5,37.36,0,1,0
42,Female,87118,Master,Married,6,Southeast,Rural,9,920.35,102.26,56,1,0.287,0.636,0,0.408,0.075,5,3.56,4,48.28,1,0,0
41,Female,39998,Bachelor,Single,4,West,Suburban,14,305.77,21.84,38,4,0.238,0.563,0,0.276,0.081,12,10.42,13,18.22,0,1,0
37,Male,69631,Bachelor,Married,5,West,Urban,16,1536.99,96.06,23,4,0.085,0.522,1,0.218,0.069,12,4.7,16,41.3,1,0,1
44,Female,88114,Bachelor,Married,2,West,Suburban,15,339.21,22.61,35,2,0.142,0.273,0,0.451,0.12,10,14.55,11,33.04,1,1,0
54,Other,83263,Bachelor,Divorced,2,Southeast,Suburban,20,1682.87,84.14,33,3,0.038,0.343,1,0.282,0.043,15,3.23,6,25.23,1,1,0
28,Male,58737,Bachelor,Single,5,Southwest,Suburban,9,573.7,63.74,19,6,0.125,0.323,0,0.052,0.015,6,3.55,15,10.63,0,0,0
32,Female,74113,Bachelor,Divorced,3,Midwest,Urban,16,838.31,52.39,32,4,0.13,0.367,0,0.374,0.157,8,4.15,12,0.2,1,1,0
37,Male,64260,High School,Widowed,2,West,Suburban,16,779.19,48.7,27,6,0.129,0.439,1,0.265,0.098,7,5.18,13,15.59,0,0,1
21,Female,20000,High School,Single,2,Northeast,Suburban,4,109.23,27.31,59,2,0.153,0.466,0,0.16,0.049,4,5.39,9,30.91,0,0,0
29,Male,65132,Bachelor,Married,5,Southwest,Urban,16,935.73,58.48,20,3,0.219,0.516,0,0.404,0.063,12,3.25,10,64.42,1,0,0
34,Female,104339,Bachelor,Married,3,West,Rural,32,3900.49,121.89,19,3,0.13,0.448,1,0.345,0.118,16,3.51,10,40.34,0,0,1
55,Female,79574,Master,Widowed,2,Southwest,Suburban,10,862.49,86.25,45,2,0.232,0.358,0,0.25,0.076,8,4.04,7,15.77,0,0,0
45,Female,60318,High School,Divorced,1,West,Suburban,18,1599.25,88.85,10,2,0.124,0.452,1,0.05,0.022,9,7.59,11,41.42,1,0,0
44,Female,89926,High School,Widowed,2,Northeast,Suburban,23,1575.99,68.52,29,6,0.168,0.672,1,0.231,0.037,9,3.56,5,41.26,0,1,1
54,Female,100362,Bachelor,Married,1,Southeast,Urban,14,1187.01,84.79,36,2,0.063,0.597,0,0.428,0.109,5,8.4,4,7.02,0,0,0
39,Male,64099,Bachelor,Married,6,Midwest,Suburban,18,731.12,40.62,22,5,0.026,0.432,1,0.266,0.037,10,7.08,11,35.71,1,0,0
47,Female,66292,High School,Married,1,Southeast,Urban,21,1209.12,57.58,26,4,0.172,0.621,1,0.373,0.116,14,5.92,13,27.92,1,0,0
40,Female,57568,High School,Married,6,Southeast,Suburban,9,429.61,47.73,29,2,0.015,0.273,0,0.287,0.132,9,5.71,9,29.63,0,1,0
45,Female,95378,PhD,Married,4,Northeast,Suburban,23,2011.62,87.46,13,5,0.096,0.221,0,0.314,0.15,14,7.02,12,20.62,0,1,1
33,Female,80886,Master,Divorced,3,West,Urban,17,957.2,56.31,14,3,0.128,0.567,0,0.279,0.031,7,5.97,15,26.87,0,1,1
18,Female,50800,Bachelor,Single,3,West,Suburban,11,425.29,38.66,33,4,0.091,0.395,0,0.415,0.103,9,3.14,19,41.81,1,0,1
39,Female,73491,Bachelor,Married,2,Northeast,Suburban,12,896.07,74.67,52,3,0.087,0.566,0,0.309,0.071,13,6.7,8,39.11,0,1,0
63,Male,79774,Bachelor,Married,6,Northeast,Suburban,28,1926.87,68.82,13,6,0.17,0.687,1,0.24,0.085,16,3.7,7,34.81,0,0,0
55,Male,65450,Bachelor,Married,3,Southeast,Suburban,12,584.57,48.71,26,5,0.008,0.435,0,0.388,0.149,12,10.83,12,30.9,0,0,0
56,Male,84780,Bachelor,Widowed,3,Midwest,Urban,13,720.94,55.46,40,2,0.089,0.533,0,0.217,0.038,10,3.03,7,19.55,0,0,0
60,Male,129326,Master,Widowed,3,West,Suburban,16,1290.33,80.65,38,5,0.306,0.49,0,0.334,0.058,9,3.31,0,13.73,1,0,0
43,Female,61233,High School,Married,4,Northeast,Urban,15,1153.63,76.91,19,4,0.143,0.421,0,0.393,0.084,10,7.79,10,39.05,1,0,0
44,Male,85826,Master,Married,3,Southwest,Suburban,14,1137.69,81.26,41,1,0.24,0.64,1,0.213,0.023,10,12.09,11,46.83,0,0,1
32,Male,62511,High School,Married,6,Northeast,Urban,12,553.82,46.15,26,2,0.185,0.482,0,0.254,0.084,13,12.59,3,45.89,0,0,0
37,Other,52825,High School,Married,6,West,Urban,4,168.42,42.1,63,2,0.118,0.263,0,0.202,0.077,5,6.59,10,40.2,1,0,0
51,Male,94420,High School,Married,6,West,Suburban,11,596.9,54.26,36,3,0.057,0.572,0,0.387,0.039,8,9.4,8,28.1,1,1,0
60,Male,73541,High School,Single,3,West,Urban,20,1178.11,58.91,10,4,0.255,0.493,1,0.255,0.07,10,5.26,9,0.0,0,1,0
39,Male,112307,PhD,Married,5,Northeast,Rural,20,1772.25,88.61,31,1,0.129,0.362,1,0.409,0.116,11,6.12,8,40.57,0,1,1
35,Male,57280,Bachelor,Married,4,Midwest,Suburban,16,656.98,41.06,38,4,0.041,0.262,1,0.546,0.188,10,12.18,14,22.26,1,1,1
42,Female,66746,High School,Married,5,Northeast,Rural,14,1499.67,107.12,36,1,0.152,0.479,0,0.287,0.115,10,5.98,8,19.63,0,1,0
51,Female,115526,PhD,Married,4,Midwest,Suburban,20,2004.77,100.24,16,6,0.077,0.286,1,0.258,0.115,16,8.7,6,33.37,0,0,1
20,Female,70752,Master,Single,1,Southeast,Urban,12,776.79,64.73,21,1,0.103,0.464,0,0.436,0.071,5,5.52,12,64.83,0,1,0
18,Male,62473,Master,Single,3,West,Suburban,11,692.32,62.94,47,1,0.071,0.633,0,0.294,0.076,10,5.37,15,48.22,1,0,0
33,Female,87429,PhD,Widowed,2,Southwest,Urban,13,596.52,45.89,17,1,0.128,0.701,0,0.368,0.125,11,4.44,20,45.05,1,1,0
23,Male,63235,Bachelor,Single,1,Midwest,Suburban,11,414.01,37.64,33,5,0.209,0.542,0,0.189,0.056,9,6.96,11,59.93,1,0,0
34,Male,92234,Master,Single,1,West,Suburban,10,1025.75,102.57,21,3,0.05,0.678,0,0.337,0.123,9,11.34,11,21.19,0,0,0
39,Male,69892,Bachelor,Married,2,Midwest,Suburban,9,878.83,97.65,41,2,0.007,0.363,0,0.309,0.101,4,4.26,9,45.33,0,1,0
35,Male,87909,Master,Divorced,3,Southeast,Urban,17,503.99,29.65,14,3,0.145,0.581,0,0.303,0.07,13,4.41,9,39.22,0,0,1
63,Male,105431,Master,Divorced,1,Midwest,Suburban,24,2210.96,92.12,8,3,0.11,0.346,1,0.241,0.113,9,3.01,5,35.02,1,0,1
46,Male,78877,Bachelor,Married,6,West,Suburban,13,1261.93,97.07,30,3,0.139,0.587,0,0.406,0.174,11,4.29,15,31.23,0,0,0
46,Other,89393,Master,Single,2,Midwest,Suburban,22,1492.96,67.86,21,7,0.135,0.38,1,0.301,0.118,15,14.53,6,46.38,1,0,1
51,Male,81669,Bachelor,Divorced,2,Midwest,Urban,17,1720.76,101.22,23,1,0.066,0.333,0,0.277,0.071,8,9.31,11,45.01,0,1,1
24,Male,100270,Bachelor,Married,3,West,Suburban,23,2196.08,95.48,11,1,0.099,0.507,0,0.173,0.021,15,9.3,6,16.0,0,1,0
57,Male,75874,High School,Married,6,Midwest,Suburban,9,692.6,76.96,22,4,0.024,0.508,0,0.304,0.149,10,10.68,5,23.77,0,0,1
40,Female,112279,PhD,Divorced,2,West,Suburban,18,1462.43,81.25,13,3,0.212,0.312,0,0.267,0.099,12,12.73,6,44.63,0,1,1
52,Male,88770,Bachelor,Married,4,Northeast,Suburban,23,1753.23,76.23,24,6,0.149,0.569,1,0.239,0.051,17,4.37,4,28.02,1,0,1
25,Female,56657,Bachelor,Single,2,Midwest,Suburban,16,790.08,49.38,11,2,0.147,0.337,1,0.177,0.05,11,6.02,12,23.21,1,0,0
18,Other,74409,Bachelor,Married,3,Southeast,Urban,7,511.94,73.13,81,4,0.031,0.285,0,0.205,0.041,5,4.37,11,62.11,1,1,0
54,Male,109432,PhD,Married,3,Midwest,Rural,15,1346.58,89.77,40,1,0.044,0.307,0,0.333,0.132,15,6.27,9,30.52,0,0,1
47,Male,94025,Bachelor,Single,2,Northeast,Suburban,16,1093.23,68.33,39,1,0.088,0.415,0,0.199,0.071,8,5.06,12,36.26,1,0,0
28,Male,72986,Master,Single,3,Southeast,Suburban,6,165.31,27.55,94,2,0.118,0.698,0,0.525,0.162,12,16.4,11,30.56,0,0,0
28,Female,63600,Master,Married,5,Southeast,Suburban,21,1215.9,57.9,24,5,0.006,0.63,1,0.219,0.055,12,10.55,15,34.46,0,1,0
58,Male,92480,Bachelor,Single,4,Southeast,Urban,15,838.24,55.88,40,6,0.12,0.376,0,0.36,0.08,11,10.73,4,32.55,0,0,1
24,Male,43229,Bachelor,Single,1,Northeast,Suburban,12,350.36,29.2,44,1,0.044,0.707,0,0.319,0.136,9,3.11,13,20.57,1,0,0
66,Male,116434,Master,Married,3,West,Suburban,14,1041.84,74.42,23,1,0.09,0.547,0,0.334,0.086,11,13.72,6,18.13,1,1,1
28,Female,75087,PhD,Married,3,Southeast,Urban,16,1345.3,84.08,35,5,0.218,0.754,0,0.189,0.055,13,14.41,12,50.82,0,1,0
51,Male,91614,Master,Widowed,2,Southeast,Urban,27,1446.78,53.58,18,7,0.037,0.4,1,0.467,0.079,15,11.01,10,1.37,0,0,1
37,Male,33724,High School,Married,5,Northeast,Suburban,7,203.8,29.11,24,5,0.029,0.433,0,0.291,0.13,7,9.7,10,19.71,0,1,0
51,Female,138762,Master,Married,3,Northeast,Urban,18,2043.3,113.52,32,6,0.144,0.387,0,0.28,0.056,7,3.39,10,24.52,0,0,0
33,Female,42190,Bachelor,Married,2,West,Rural,14,500.95,35.78,43,4,0.056,0.642,0,0.324,0.054,10,6.07,8,25.81,1,0,0
39,Female,71947,Bachelor,Single,5,West,Urban,15,651.44,43.43,29,1,0.046,0.422,0,0.466,0.163,19,7.88,9,21.39,0,0,0
42,Male,106349,Master,Divorced,1,West,Rural,14,1390.92,99.35,29,3,0.11,0.455,0,0.144,0.022,12,4.65,8,31.36,1,0,0
26,Female,76945,Bachelor,Single,4,Southeast,Rural,15,988.25,65.88,26,1,0.067,0.622,0,0.28,0.138,10,3.44,9,52.63,1,0,1
53,Female,110770,Master,Married,2,Northeast,Suburban,24,2080.6,86.69,23,4,0.264,0.386,1,0.327,0.106,10,3.26,6,25.67,0,1,1
34,Male,63041,Bachelor,Married,5,Northeast,Rural,21,1197.91,57.04,13,4,0.096,0.617,1,0.286,0.034,18,4.35,15,11.84,0,0,0
38,Female,106266,Master,Single,1,Midwest,Rural,29,2656.38,91.6,20,5,0.067,0.535,1,0.426,0.066,24,3.51,10,32.03,0,0,0
27,Male,75900,Bachelor,Single,3,West,Urban,22,1796.51,81.66,14,4,0.031,0.643,1,0.19,0.09,6,14.22,9,11.23,0,1,1
18,Female,58184,Bachelor,Single,2,West,Rural,12,679.59,56.63,25,4,0.178,0.546,0,0.282,0.09,5,10.57,14,39.65,0,1,1
39,Male,90408,Master,Married,3,Southeast,Urban,13,588.13,45.24,44,2,0.082,0.704,0,0.394,0.095,12,6.38,8,18.71,0,0,0
78,Female,83441,High School,Married,3,Southeast,Urban,13,1009.71,77.67,19,3,0.099,0.409,1,0.222,0.084,7,3.15,4,9.89,0,1,0
53,Male,54355,High School,Married,3,Northeast,Suburban,12,604.53,50.38,50,1,0.042,0.828,0,0.329,0.082,8,4.43,10,13.15,0,0,0
41,Female,121957,PhD,Married,3,West,Urban,16,1729.99,108.12,42,5,0.081,0.376,0,0.24,0.038,6,3.29,14,33.79,0,0,0
38,Male,90683,Bachelor,Widowed,1,Southeast,Urban,16,918.87,57.43,21,3,0.06,0.47,1,0.305,0.121,8,3.94,11,33.5,1,1,0
42,Other,90938,PhD,Single,4,Midwest,Rural,15,1037.72,69.18,43,3,0.03,0.503,0,0.333,0.082,7,7.87,5,40.78,1,1,1
50,Female,63293,High School,Widowed,1,West,Rural,13,416.12,32.01,35,1,0.086,0.586,0,0.351,0.173,10,9.53,12,28.74,0,0,1
24,Male,57648,Bachelor,Married,2,Southwest,Suburban,20,1489.74,74.49,15,3,0.145,0.613,1,0.284,0.059,12,6.0,10,55.76,1,0,0
58,Female,101510,Master,Divorced,2,Northeast,Suburban,28,2947.34,105.26,14,3,0.081,0.522,1,0.357,0.047,15,4.12,8,6.5,0,0,1
52,Other,83164,Bachelor,Single,2,Northeast,Rural,4,247.29,61.82,124,2,0.338,0.326,0,0.22,0.073,5,7.12,6,4.51,1,0,0
52,Male,96402,Bachelor,Married,3,West,Urban,14,1040.47,74.32,36,4,0.273,0.422,0,0.428,0.06,9,12.14,8,48.66,0,1,1
48,Male,67791,Bachelor,Single,2,Midwest,Rural,12,572.42,47.7,34,1,0.038,0.434,0,0.306,0.128,9,4.12,12,29.76,1,0,0
42,Female,76504,Master,Married,1,Southwest,Suburban,15,809.8,53.99,20,3,0.168,0.795,0,0.324,0.08,10,3.13,15,28.89,1,0,1
52,Male,85749,High School,Widowed,1,Northeast,Rural,10,867.46,86.75,52,9,0.137,0.611,0,0.342,0.167,5,4.31,7,11.06,0,0,0
50,Male,73660,Bachelor,Single,2,West,Suburban,19,1078.19,56.75,17,4,0.059,0.705,1,0.24,0.111,11,8.13,7,40.45,1,0,0
36,Male,35454,High School,Married,3,West,Rural,7,400.61,57.23,45,2,0.099,0.535,0,0.288,0.088,13,4.53,10,29.43,1,0,0
33,Male,59723,Bachelor,Single,3,West,Rural,23,1369.81,59.56,24,2,0.139,0.451,1,0.14,0.034,12,12.8,12,52.8,1,1,1
43,Male,70049,Bachelor,Married,2,Southeast,Rural,31,2481.11,80.04,15,3,0.118,0.518,1,0.31,0.154,21,3.71,12,51.87,0,0,1
65,Male,115924,Bachelor,Married,4,Southeast,Suburban,21,1682.39,80.11,12,4,0.084,0.41,1,0.296,0.072,14,9.12,6,14.03,0,1,1
23,Female,72872,Bachelor,Single,1,Northeast,Rural,18,1586.56,88.14,29,1,0.19,0.488,0,0.345,0.05,13,5.59,19,40.87,0,1,0
19,Female,58012,High School,Single,1,West,Suburban,13,1254.7,96.52,23,4,0.067,0.567,0,0.188,0.074,7,3.59,16,37.22,0,1,0
44,Male,73099,High School,Married,6,Northeast,Urban,14,455.6,32.54,39,5,0.107,0.309,1,0.155,0.067,12,8.25,16,8.54,1,1,0
42,Female,88393,Bachelor,Single,1,Northeast,Suburban,23,1664.12,72.35,18,3,0.116,0.337,1,0.347,0.08,12,3.05,12,48.43,1,0,1
44,Female,65478,Bachelor,Single,3,Southeast,Urban,12,730.6,60.88,39,4,0.083,0.755,0,0.275,0.058,10,6.97,9,28.9,0,0,0
45,Female,88620,Master,Single,3,West,Rural,23,1379.9,60.0,21,7,0.128,0.403,1,0.417,0.113,14,11.29,8,55.25,0,0,1
38,Male,56151,Bachelor,Widowed,4,West,Urban,15,993.38,66.23,16,1,0.075,0.545,0,0.21,0.038,8,3.05,12,20.39,0,1,0
64,Male,73642,High School,Married,4,West,Rural,26,2320.06,89.23,19,3,0.235,0.733,1,0.09,0.041,13,7.12,3,27.5,0,0,0
18,Female,65261,Bachelor,Married,4,Midwest,Suburban,12,277.8,23.15,50,6,0.124,0.905,0,0.328,0.145,11,3.13,12,40.14,1,0,1
29,Female,50818,High School,Single,2,West,Urban,22,330.0,15.0,29,7,0.036,0.573,1,0.259,0.099,15,10.55,16,37.52,1,0,0
40,Female,107272,Master,Single,2,Northeast,Rural,21,2452.48,116.78,25,4,0.069,0.411,1,0.366,0.157,16,11.31,12,39.05,1,0,0
18,Female,67878,PhD,Single,2,West,Urban,30,1774.41,59.15,23,8,0.041,0.45,1,0.165,0.033,15,8.74,15,51.94,0,1,0
39,Male,79303,Bachelor,Single,3,Midwest,Suburban,26,1857.46,71.44,18,1,0.212,0.422,1,0.215,0.063,9,4.4,14,17.3,1,0,1
66,Female,74675,Bachelor,Married,2,Midwest,Suburban,16,735.49,45.97,18,8,0.103,0.343,0,0.391,0.096,13,4.59,5,24.15,1,0,0
42,Male,60612,High School,Married,4,Northeast,Urban,11,673.12,61.19,45,1,0.332,0.557,0,0.425,0.182,6,4.24,17,10.63,0,0,0
45,Male,87705,Bachelor,Married,6,Northeast,Suburban,21,2125.83,101.23,30,6,0.149,0.324,0,0.244,0.039,14,10.74,14,11.83,0,1,1
23,Female,70782,Master,Single,4,Southeast,Suburban,20,1506.39,75.32,18,5,0.063,0.379,0,0.194,0.034,14,4.39,17,29.65,1,1,0
32,Male,74466,Bachelor,Single,2,Northeast,Rural,17,1208.49,71.09,18,3,0.232,0.739,0,0.308,0.107,10,7.02,10,27.67,1,0,0
36,Male,55004,Bachelor,Married,3,Midwest,Urban,12,265.22,22.1,54,5,0.071,0.665,0,0.05,0.013,13,6.89,9,24.62,0,1,0
37,Female,45244,Bachelor,Married,4,Northeast,Urban,10,674.76,67.48,54,3,0.031,0.426,0,0.366,0.058,8,4.29,13,23.14,1,0,0
61,Male,112755,Master,Single,2,Northeast,Suburban,32,2770.22,86.57,6,4,0.176,0.39,1,0.26,0.037,15,10.11,5,19.45,0,0,0
50,Other,106760,Bachelor,Single,3,West,Suburban,12,854.64,71.22,37,3,0.027,0.434,0,0.391,0.113,16,6.55,9,32.01,0,1,0
25,Other,75659,PhD,Married,4,West,Suburban,8,645.44,80.68,34,3,0.208,0.253,0,0.32,0.127,5,4.55,19,32.01,1,0,1
45,Female,79932,High School,Married,4,West,Urban,5,265.04,53.01,56,3,0.134,0.321,0,0.306,0.037,4,4.86,10,40.62,0,0,0
49,Male,80451,Bachelor,Widowed,3,Southwest,Suburban,13,1058.73,81.44,16,4,0.08,0.739,0,0.411,0.163,7,9.22,8,29.94,0,0,0
59,Male,82764,Master,Married,4,West,Rural,17,1627.24,95.72,17,1,0.133,0.287,1,0.12,0.042,8,5.63,8,37.12,0,0,1
65,Male,60627,High School,Married,2,West,Urban,10,633.98,63.4,41,1,0.093,0.522,0,0.36,0.083,7,8.92,4,29.28,1,0,0
26,Male,76636,Master,Single,3,Southwest,Urban,11,658.22,59.84,18,5,0.117,0.924,0,0.334,0.037,16,5.61,14,9.52,0,1,0
29,Male,57733,Bachelor,Single,1,Southeast,Suburban,13,616.51,47.42,47,2,0.034,0.35,0,0.388,0.189,9,3.1,9,62.5,1,0,0
23,Other,24306,High School,Single,1,Northeast,Urban,7,348.65,49.81,75,3,0.055,0.6,0,0.097,0.024,9,4.26,24,55.98,1,0,0
38,Male,30589,High School,Single,3,Southeast,Suburban,11,403.19,36.65,32,4,0.028,0.698,0,0.306,0.145,8,4.85,7,26.24,0,1,0
48,Female,96299,PhD,Single,2,West,Urban,21,2635.07,125.48,11,1,0.138,0.269,0,0.259,0.08,8,13.13,11,11.6,1,0,0
56,Male,88307,Bachelor,Divorced,2,Southwest,Suburban,16,733.62,45.85,42,5,0.188,0.693,0,0.339,0.111,11,16.28,7,49.82,0,1,1
40,Female,87503,Master,Married,3,Midwest,Suburban,14,996.19,71.16,32,4,0.115,0.505,1,0.477,0.111,11,6.44,5,48.89,0,0,0
37,Female,62681,Bachelor,Married,2,Northeast,Urban,11,734.71,66.79,34,1,0.15,0.707,0,0.283,0.074,8,3.68,13,38.03,1,0,0
44,Male,78828,Bachelor,Divorced,2,Southeast,Rural,9,652.36,72.48,29,3,0.063,0.43,0,0.331,0.12,9,8.02,7,10.06,0,1,0
29,Male,79400,Bachelor,Married,4,Southwest,Rural,7,409.39,58.48,36,3,0.043,0.532,0,0.218,0.063,9,4.83,15,51.91,0,1,0
73,Female,134911,PhD,Married,2,Midwest,Suburban,23,2808.32,122.1,25,3,0.169,0.561,0,0.284,0.073,13,3.28,4,19.9,1,1,1
18,Female,68180,Master,Divorced,4,Midwest,Suburban,12,929.12,77.43,35,4,0.111,0.64,0,0.344,0.038,8,7.77,12,69.8,1,0,0
44,Female,104721,Master,Married,2,Southeast,Urban,17,1651.66,97.16,40,5,0.031,0.583,0,0.385,0.095,11,4.71,9,20.01,0,0,1
72,Male,68802,High School,Single,1,Midwest,Suburban,16,816.68,51.04,41,8,0.145,0.198,1,0.355,0.063,12,4.42,4,7.2,0,0,0
42,Male,70826,Bachelor,Widowed,4,West,Suburban,17,975.09,57.36,16,2,0.134,0.85,0,0.276,0.13,9,17.04,3,34.12,0,1,0
39,Female,68783,Bachelor,Single,2,West,Urban,7,519.1,74.16,91,3,0.094,0.687,0,0.221,0.045,3,3.26,6,14.31,0,0,0
36,Female,80845,PhD,Married,1,Northeast,Urban,13,629.36,48.41,51,4,0.034,0.456,1,0.195,0.024,7,13.56,13,30.6,0,1,0
39,Male,65501,Bachelor,Married,2,Midwest,Urban,7,532.43,76.06,77,2,0.29,0.605,0,0.311,0.052,6,7.11,10,26.65,0,0,0
62,Female,59075,Bachelor,Married,3,Southeast,Urban,16,920.3,57.52,23,7,0.034,0.509,1,0.209,0.032,13,5.41,5,14.51,0,0,0
18,Male,83682,Bachelor,Single,2,Midwest,Suburban,7,651.93,93.13,38,3,0.07,0.392,0,0.204,0.035,4,5.3,13,51.3,1,0,0
65,Male,63538,High School,Married,3,Midwest,Rural,22,1170.77,53.22,10,5,0.163,0.497,1,0.417,0.082,10,3.47,4,2.94,0,1,0
20,Male,65391,High School,Single,1,Southeast,Suburban,20,1979.58,98.98,10,5,0.222,0.75,1,0.327,0.158,13,9.46,14,25.42,1,1,1
38,Male,86571,Master,Married,4,West,Suburban,15,1222.43,81.5,39,5,0.04,0.321,0,0.316,0.129,10,4.0,10,27.61,1,0,1
35,Female,77072,Bachelor,Married,4,Midwest,Suburban,13,1026.28,78.94,50,2,0.079,0.232,0,0.253,0.048,10,10.73,8,22.17,1,1,0
50,Male,88268,Master,Married,5,West,Suburban,13,783.67,60.28,43,5,0.144,0.765,0,0.362,0.134,4,10.87,7,51.81,0,1,0
18,Male,73118,Master,Single,1,Northeast,Suburban,23,1647.39,71.63,24,1,0.065,0.36,1,0.204,0.073,15,9.3,11,57.44,1,0,0
48,Female,88757,Bachelor,Divorced,3,Southeast,Suburban,14,887.51,63.39,27,4,0.138,0.488,0,0.422,0.097,18,20.61,9,46.88,1,1,1
72,Female,108168,Bachelor,Divorced,1,Southwest,Urban,24,1278.65,53.28,21,5,0.079,0.43,1,0.351,0.087,14,8.18,3,19.94,0,1,1
21,Female,54021,High School,Married,6,Southwest,Suburban,24,1274.34,53.1,21,3,0.045,0.458,1,0.346,0.159,12,11.16,14,25.36,0,0,1
44,Female,100275,PhD,Single,3,Midwest,Suburban,15,1550.91,103.39,20,5,0.111,0.193,0,0.261,0.076,10,7.14,11,36.48,1,1,0
32,Male,58994,Bachelor,Single,1,West,Urban,22,1280.72,58.21,25,3,0.116,0.419,1,0.217,0.104,18,26.25,17,28.52,1,1,1
48,Female,55087,Bachelor,Single,3,Southeast,Urban,14,723.25,51.66,17,4,0.114,0.557,0,0.519,0.09,6,4.77,7,24.97,0,1,0
42,Female,82048,Bachelor,Single,4,Southeast,Urban,8,519.01,64.88,38,2,0.052,0.567,0,0.069,0.008,5,4.26,11,41.04,0,0,0
32,Female,82435,Bachelor,Married,4,West,Suburban,12,1392.59,116.05,38,1,0.059,0.355,0,0.398,0.118,8,6.23,13,47.22,0,0,0
49,Male,104039,Bachelor,Widowed,2,Midwest,Suburban,13,1224.44,94.19,34,1,0.304,0.777,0,0.256,0.086,17,6.06,7,34.77,0,0,0
69,Male,100377,Bachelor,Married,1,Southeast,Urban,20,967.77,48.39,27,2,0.129,0.307,0,0.376,0.116,11,5.86,1,8.33,1,0,0
39,Female,75302,Master,Widowed,4,Southwest,Urban,7,397.52,56.79,62,2,0.089,0.581,0,0.38,0.137,10,3.72,12,36.22,0,0,0
52,Male,71743,Master,Single,1,Midwest,Urban,15,867.83,57.86,13,4,0.391,0.643,0,0.271,0.065,13,4.34,6,16.85,0,0,0
22,Female,73825,Bachelor,Married,3,Southeast,Rural,22,1154.74,52.49,31,2,0.035,0.484,0,0.137,0.021,15,3.76,12,32.7,1,1,0
27,Female,35255,Bachelor,Single,1,Southeast,Urban,25,1222.87,48.91,23,2,0.034,0.83,1,0.178,0.038,19,3.99,9,46.82,0,1,0
49,Female,89690,Master,Divorced,5,Southeast,Urban,23,1457.44,63.37,27,4,0.175,0.654,1,0.286,0.037,11,12.51,7,23.25,0,0,0
64,Female,73435,High School,Single,1,Northeast,Suburban,14,790.47,56.46,41,3,0.107,0.675,1,0.154,0.02,15,3.13,4,60.75,0,1,0
47,Female,92158,Master,Divorced,3,West,Urban,17,1345.54,79.15,16,3,0.092,0.724,0,0.358,0.09,12,10.19,11,9.2,0,1,1
37,Male,55737,High School,Single,3,Southeast,Suburban,14,378.76,27.05,46,5,0.108,0.464,0,0.388,0.178,11,3.7,10,23.87,0,0,0
41,Female,75472,Bachelor,Married,2,Southeast,Urban,11,271.86,24.71,60,3,0.102,0.536,0,0.481,0.143,9,4.62,11,36.43,0,1,0
23,Female,22769,Bachelor,Single,2,Southwest,Rural,9,596.17,66.24,22,5,0.172,0.548,0,0.414,0.07,7,6.98,13,33.64,1,0,0
51,Male,81619,Bachelor,Married,2,Southwest,Rural,27,2363.96,87.55,9,3,0.116,0.64,1,0.161,0.039,19,16.19,14,6.78,1,1,0
55,Male,66156,Master,Divorced,4,Southwest,Suburban,11,775.01,70.46,60,2,0.136,0.772,0,0.333,0.163,6,9.74,6,26.53,1,1,0
35,Male,64583,High School,Widowed,2,Southeast,Suburban,17,1162.54,68.38,19,4,0.078,0.538,1,0.318,0.036,5,15.98,11,22.68,1,1,0
34,Female,59473,Bachelor,Married,3,West,Suburban,9,503.56,55.95,63,3,0.326,0.85,0,0.429,0.146,9,20.98,11,35.24,0,0,0
45,Male,44244,Bachelor,Married,2,Midwest,Rural,4,449.77,112.44,44,1,0.091,0.353,0,0.2,0.069,6,9.03,8,32.26,1,0,0
