age,gender,income,education,marital_status,household_size,region,urban_rural,total_purchases_12m,total_spend_12m,avg_order_value,days_since_last_purchase,product_categories_purchased,returns_rate,discount_usage_rate,loyalty_program_member,email_open_rate,email_click_rate,website_visits_30d,avg_session_duration,mobile_app_usage,social_media_engagement,push_notification_enabled,sms_opt_in,purchased_product_a,kmeans_cluster,hierarchical_cluster,dbscan_cluster,gmm_cluster,rfm_segment,purchase_propensity,propensity_segment,rfm_tier,propensity_tier,combined_segment,action_segment,engagement_score,engagement_tier,segment_3d,action_segment_3d,R_Score,F_Score,M_Score,RFM_Score,base_lifespan,customer_lifespan_years,purchase_frequency_annual,clv_simple,clv_rfm_weighted,clv_proxy,clv_predicted,clv_tier,age_group,income_quartile,churn_risk_score,is_churned,churn_probability,churn_risk_segment,clv_churn_action
49,Male,60701,Bachelor,Married,2,Southwest,Urban,13,576.94,44.38,18,5,0.038,0.501,0,0.236,0.045,11,15.17,6,15.55,1,1,0,3,0,-1,0,Potential Loyalists,0.1531767571956525,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3988258601802448,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,4,2,2,8,2.0,2.2,13,1269.2680000000005,1946.2109333333335,1172.5658980540736,1198.5517492154784,Silver,46-55,Q1 (Low),0.46636816129728437,0,0.006682884463882691,Very Low Risk,5. Growth Opportunity
44,Male,93870,Bachelor,Single,1,Southwest,Rural,20,1811.45,90.57,18,3,0.062,0.389,0,0.27,0.077,17,4.15,13,35.95,0,0,1,0,0,-1,1,Champions,0.6583658990628067,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.3425010398837806,Medium Engagement,High Value | Medium Engagement | High Propensity,2. VIP Ready - Convert Now,4,4,5,13,2.0,2.4000000000000004,20,4347.360000000001,8115.296000000001,3579.470361965134,3527.561520644369,Diamond,36-45,Q4 (High),0.4241664586899106,0,0.0014823692077729478,Very Low Risk,2. VIP Retain & Upsell
56,Male,83755,Bachelor,Widowed,4,Northeast,Suburban,14,361.73,25.84,41,4,0.149,0.499,0,0.552,0.205,9,5.98,9,30.78,0,0,1,3,0,-1,1,Potential Loyalists,0.6597819789722197,High,Medium Value,High Propensity,Medium Value / High Propensity,4. Rising Star - Accelerate,0.3966574531154025,High Engagement,Medium Value | High Engagement | High Propensity,3. Engaged Prospects - Activate,2,3,1,6,2.0,1.955,14,707.2407999999999,990.0550099999998,610.5233509346208,645.2268164023174,Bronze,55+,Q3,0.5095573982658084,1,0.9894244949156616,Critical Risk,7. Low Priority - Monitor
42,Female,127204,PhD,Widowed,2,Northeast,Suburban,19,1411.88,74.31,28,4,0.182,0.503,0,0.26,0.049,9,3.41,11,24.42,1,1,0,1,0,-1,1,Loyal Customers,0.4131141806119324,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.3862822724983506,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,3,4,4,11,2.0,2.2,19,3106.1580000000004,5383.969066666668,2671.1686017495053,2717.8214117467455,Platinum,36-45,Q4 (High),0.46852132327810764,0,0.012616969019234515,Very Low Risk,2. VIP Retain & Upsell
80,Female,127550,Bachelor,Divorced,2,Southwest,Suburban,19,2465.71,129.77,12,2,0.071,0.18,0,0.284,0.108,7,7.5,2,7.03,0,0,0,1,0,-1,1,Champions,0.6946824474061488,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.2022114909363153,Low Engagement,High Value | Low Engagement | High Propensity,2. VIP Ready - Convert Now,5,4,5,14,2.0,2.0,19,4931.26,9534.078666666666,4844.510742280895,4840.673017685969,Diamond,55+,Q4 (High),0.4294243684794037,0,0.0017920849767571413,Very Low Risk,2. VIP Retain & Upsell
18,Male,52702,High School,Single,3,West,Urban,8,453.4,56.68,41,4,0.105,0.463,0,0.316,0.155,7,4.02,10,43.06,0,0,1,2,0,-1,0,At Risk,0.338620725211918,Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3091244207701178,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,2,1,1,4,2.0,1.955,8,886.4752,1122.7695333333331,770.7538262310353,800.7019517948161,Bronze,18-25,Q1 (Low),0.6038640047348653,1,0.9996740537948472,Critical Risk,7. Low Priority - Monitor
57,Male,63459,High School,Married,3,Southwest,Urban,10,629.76,62.98,50,4,0.05,0.334,0,0.199,0.076,7,3.75,5,34.17,0,0,0,3,2,-1,0,At Risk,0.0642562696250602,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.1992941553289999,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,2,4,2.0,1.7,10,1070.66,1356.0831999999998,1053.5842465986998,1094.3893131277682,Silver,55+,Q2,0.6758967244897557,1,0.9998451151609737,Critical Risk,4. Re-engagement Campaign
39,Male,62622,Bachelor,Widowed,2,Southwest,Urban,20,1000.45,50.02,34,4,0.154,0.622,0,0.437,0.129,11,3.9,8,17.69,0,0,0,3,0,-1,1,Loyal Customers,0.3000856009753564,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3148075324914903,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,2,4,3,9,2.0,2.125,20,2125.8500000000004,3401.5300000000007,1848.2826097474472,1883.4435669385975,Gold,36-45,Q2,0.46741627127947977,0,0.013485813143879595,Very Low Risk,5. Growth Opportunity
53,Female,55814,High School,Single,2,West,Suburban,18,1326.25,73.68,35,3,0.063,0.645,1,0.074,0.011,10,7.31,8,41.32,1,0,0,0,3,-1,3,Loyal Customers,0.1461656378318136,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2705475145751179,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,2,4,4,10,3.5,2.975,18,3945.5640000000008,6575.989583333333,3016.882379372535,2998.469854135429,Platinum,46-55,Q1 (Low),0.466646052640532,0,0.003860155978443269,Very Low Risk,2. VIP Retain & Upsell
48,Male,93237,Bachelor,Divorced,4,Southeast,Suburban,27,1094.68,40.54,11,7,0.062,0.752,1,0.256,0.081,19,5.2,9,19.75,1,0,1,0,3,-1,3,Champions,0.5377262803994943,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.39390197539239,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,5,5,3,13,3.5,3.850000000000001,27,4214.133000000001,7867.100266666668,2718.5455126177167,2623.4188154121975,Platinum,46-55,Q4 (High),0.2389084938104109,0,0.00022860006343075967,Very Low Risk,2. VIP Retain & Upsell
31,Male,47223,Bachelor,Married,5,Northeast,Urban,17,766.9,45.11,12,9,0.116,0.444,1,0.259,0.051,10,5.07,16,37.1,0,1,0,0,3,-1,3,Loyal Customers,0.2352578129180606,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3687609681681039,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,5,4,2,11,3.5,3.850000000000001,17,2952.4495000000006,5117.779333333334,2039.933090450431,2031.766425230484,Gold,26-35,Q1 (Low),0.31444780636637926,0,0.00039760113080175634,Very Low Risk,5. Growth Opportunity
45,Female,101752,Master,Married,2,West,Suburban,9,353.27,39.25,49,4,0.049,0.335,0,0.27,0.107,10,3.64,13,9.81,0,0,0,3,0,-1,0,Hibernating,0.1303602805737941,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2713892438632227,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.87,9,660.5775,792.73788,534.2916581589668,575.6774635317657,Bronze,36-45,Q4 (High),0.6494999290051332,1,0.9998416166984464,Critical Risk,7. Low Priority - Monitor
18,Female,38783,Bachelor,Married,1,West,Suburban,21,1028.9,49.0,18,3,0.21,0.453,1,0.186,0.043,14,3.54,8,19.02,1,0,0,0,3,-1,3,Champions,0.2237009554065585,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3055379318014267,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,4,5,3,12,3.5,3.2725000000000004,21,3367.4025000000006,6060.735450000001,2451.476879540428,2429.3075875261407,Platinum,18-25,Q1 (Low),0.34169241363971475,0,0.0004725422645504875,Very Low Risk,2. VIP Retain & Upsell
51,Male,123753,PhD,Single,2,Midwest,Suburban,22,1825.02,82.96,12,6,0.118,0.192,1,0.184,0.03,9,5.06,6,15.62,1,0,0,1,1,-1,3,Champions,0.2188985509657031,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2502618747356376,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,5,5,5,15,3.5,3.5,22,6387.92,12775.14,4057.4923824206912,4032.2076150612606,Diamond,46-55,Q4 (High),0.31981429171953923,0,0.0002519847770995569,Very Low Risk,2. VIP Retain & Upsell
46,Male,62658,High School,Married,4,Southeast,Urban,10,287.32,28.73,49,4,0.079,0.325,0,0.323,0.051,8,5.0,12,9.61,0,0,0,2,0,-1,0,Hibernating,0.1094284815792222,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2392081563362367,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,2.125,10,610.5125,732.6659999999999,390.043306900871,389.6317730695631,Bronze,46-55,Q2,0.6386694798438638,1,0.9997392429409029,Critical Risk,7. Low Priority - Monitor
51,Male,101404,Bachelor,Widowed,1,West,Suburban,18,1816.43,100.91,14,1,0.065,0.38,1,0.241,0.038,13,4.14,9,13.19,1,1,0,1,1,-1,3,Champions,0.4155987565950429,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.3848108245749198,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,5,4,5,14,3.5,3.850000000000001,18,6993.063,13520.29396666667,4119.244272372476,4091.60841194092,Diamond,46-55,Q4 (High),0.3170600573072383,0,0.0001691315743651797,Very Low Risk,2. VIP Retain & Upsell
57,Female,88321,High School,Divorced,6,Southwest,Suburban,10,879.62,87.96,34,3,0.104,0.499,0,0.274,0.104,9,9.95,9,22.51,0,1,0,3,0,-1,1,Potential Loyalists,0.1931591329770159,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3543639875207665,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,2,1,3,6,2.0,1.7,10,1495.3199999999997,2093.4955999999997,1649.7989562562298,1711.4875858741573,Silver,55+,Q3,0.5587716469402912,1,0.9995731141096325,Critical Risk,4. Re-engagement Campaign
47,Female,114725,Master,Married,2,Northeast,Urban,17,1835.28,107.96,34,2,0.072,0.262,0,0.37,0.044,16,7.88,8,30.17,0,0,0,1,0,-1,1,Loyal Customers,0.4157960684357479,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.3216897303610495,Medium Engagement,High Value | Medium Engagement | Medium Propensity,6. Potential Stars - Develop,2,4,5,11,2.0,2.125,17,3900.055,6759.948,3531.016839108315,3443.7299272427845,Diamond,46-55,Q4 (High),0.49943983170556794,0,0.40525332380965395,Medium Risk,3. VIP Proactive Retention
44,Male,127712,PhD,Married,3,Northeast,Suburban,11,700.95,63.72,46,3,0.147,0.362,0,0.128,0.062,11,4.23,11,63.92,1,1,0,3,0,-1,1,At Risk,0.1509185147492607,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.4254820929945718,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,1,2,2,5,2.0,2.04,11,1429.8768,1906.584,1248.0098028983716,1248.6772368487834,Silver,36-45,Q4 (High),0.6204146925121968,1,0.9993791342369575,Critical Risk,4. Re-engagement Campaign
28,Female,80154,Master,Single,4,West,Urban,10,500.04,50.0,46,3,0.138,0.655,0,0.294,0.053,11,6.1,11,43.06,1,0,0,2,0,-1,0,Hibernating,0.1980679097037628,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3693519576833007,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,2.04,10,1020.0,1224.09792,846.3628273049903,797.295489308002,Bronze,26-35,Q3,0.6051073862411177,1,0.9997312536149741,Critical Risk,7. Low Priority - Monitor
31,Male,48018,Bachelor,Single,4,Northeast,Rural,21,1639.06,78.05,31,5,0.119,0.688,1,0.267,0.062,5,7.63,10,52.77,0,1,0,0,3,-1,3,Champions,0.244074182891527,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3328104634594547,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,3,5,5,13,3.5,2.975,21,4876.17375,9102.246533333337,3625.4340690378367,3687.4068811893794,Diamond,26-35,Q1 (Low),0.3778156850858868,0,0.0004406766435920914,Very Low Risk,2. VIP Retain & Upsell
59,Male,72012,Bachelor,Married,5,Southeast,Rural,10,822.16,82.22,22,1,0.09,0.655,0,0.235,0.04,9,5.59,9,16.77,1,1,1,3,0,-1,0,Potential Loyalists,0.3399678496524659,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3632130530827057,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,4,1,2,7,2.0,2.0,10,1644.4,2411.6693333333333,1606.306715924812,1532.5852677700225,Silver,55+,Q2,0.51146850049457,1,0.9064207333589647,Critical Risk,4. Re-engagement Campaign
63,Male,74697,Master,Married,3,Midwest,Suburban,12,1145.03,95.42,43,4,0.052,0.243,0,0.277,0.126,8,3.56,8,28.75,1,0,0,3,0,-1,1,Potential Loyalists,0.1793065824448868,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3371100353053187,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,2,2,3,7,2.0,1.7,12,1946.568,2854.9414666666667,2146.4272305915956,1958.062979473379,Gold,55+,Q2,0.5882891040500473,1,0.9997012613659132,Critical Risk,4. Re-engagement Campaign
38,Female,84745,PhD,Married,6,Southeast,Urban,13,878.46,67.57,17,3,0.185,0.435,0,0.273,0.031,8,5.35,10,31.02,0,1,0,3,0,-1,1,Loyal Customers,0.2630476665162572,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3068977948894621,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,5,3,3,11,2.0,2.0,13,1756.8199999999997,3045.3280000000004,1682.7067884668386,1776.9176675843692,Gold,36-45,Q3,0.47290932991099643,0,0.0094070335837421,Very Low Risk,5. Growth Opportunity
42,Male,105232,PhD,Married,4,Southeast,Suburban,30,2412.87,80.43,8,4,0.119,0.57,1,0.361,0.14,15,4.2,10,33.77,0,1,1,1,1,-1,3,Champions,0.6975294934445726,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.4386839222728206,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,5,5,5,15,3.5,4.375,30,10556.4375,21112.6125,5273.794411681846,5240.626657423098,Diamond,36-45,Q4 (High),0.17561877110099144,0,0.00020491664992181353,Very Low Risk,2. VIP Retain & Upsell
28,Male,54605,Bachelor,Single,2,Southeast,Suburban,15,1044.38,69.63,28,4,0.212,0.495,0,0.35,0.051,12,3.76,15,37.55,1,0,1,2,2,-1,1,Loyal Customers,0.6023649309679883,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.3969849548597313,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,3,3,3,9,2.0,2.295,15,2397.0127499999994,3834.9633600000006,1957.1862064579195,1937.6456030390457,Gold,26-35,Q1 (Low),0.4750474534724982,0,0.01070085239165375,Very Low Risk,5. Growth Opportunity
59,Male,115097,PhD,Divorced,5,Southeast,Suburban,18,1089.47,60.53,10,3,0.153,0.489,1,0.298,0.149,12,4.09,9,24.99,1,0,0,1,1,-1,3,Champions,0.3528052754488582,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3881928052596322,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,5,4,3,12,3.5,3.850000000000001,18,4194.729,7550.027100000001,2662.0883865778897,2558.4929910450446,Platinum,55+,Q4 (High),0.287205883392518,0,0.00020282312541226546,Very Low Risk,2. VIP Retain & Upsell
51,Male,73790,High School,Single,3,West,Urban,11,778.92,70.81,38,4,0.049,0.465,0,0.216,0.055,10,9.6,5,44.03,0,0,0,3,2,-1,0,Potential Loyalists,0.093983226535107,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.2490194513180791,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,2,2,2,6,2.0,1.7,11,1324.1470000000002,1853.8295999999996,1423.4572953954237,1356.5015908398736,Silver,46-55,Q2,0.6025516652919397,1,0.9998285271847503,Critical Risk,4. Re-engagement Campaign
71,Female,92839,Bachelor,Single,3,Midwest,Urban,25,3178.01,127.12,7,4,0.114,0.709,1,0.234,0.054,14,5.01,6,64.63,1,0,0,1,1,-1,3,Champions,0.2403298212616138,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3717883802848492,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,5,5,5,15,3.5,3.850000000000001,25,12235.3,24470.677000000003,6751.404944085455,6762.136848023209,Diamond,55+,Q4 (High),0.24328676838747462,0,0.00033449914891787286,Very Low Risk,2. VIP Retain & Upsell
28,Male,31172,High School,Single,2,Southeast,Urban,12,461.15,38.43,39,3,0.083,0.621,1,0.069,0.018,11,9.66,12,39.55,1,1,1,2,3,-1,3,At Risk,0.391881281103748,Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3844734776312302,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,2,1,5,3.5,3.5700000000000007,12,1646.3412000000003,2195.074,1323.5093182893688,1316.1718146837454,Silver,26-35,Q1 (Low),0.5026386378070873,1,0.1382418086514166,Very Low Risk,5. Growth Opportunity
36,Male,68601,Bachelor,Divorced,2,Southeast,Suburban,13,419.01,32.23,25,1,0.082,0.828,0,0.339,0.084,9,3.54,10,33.75,1,0,0,2,0,-1,0,Potential Loyalists,0.140866379071725,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.355302728970722,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,3,3,1,7,2.0,2.3,13,963.6769999999998,1413.4604,802.4214086912166,840.8716779187542,Bronze,36-45,Q2,0.48558389865030005,0,0.062297748037835804,Very Low Risk,8. Acquisition Focus
45,Female,78122,Master,Single,2,Northeast,Rural,11,850.11,77.28,19,6,0.116,0.975,0,0.321,0.055,12,6.42,12,14.74,1,1,1,3,0,-1,1,Potential Loyalists,0.575465176201063,Medium,Medium Value,Medium Propensity,Medium Value / Medium Propensity,5. Potential - Develop,0.4329228787723878,High Engagement,Medium Value | High Engagement | Medium Propensity,6. Potential Stars - Develop,4,2,2,8,2.0,2.7,11,2295.2160000000003,3519.4554000000003,1685.7754836317165,1573.9860577322509,Silver,36-45,Q3,0.46032653535663354,0,0.0020445697849903574,Very Low Risk,5. Growth Opportunity
51,Female,92338,Master,Married,1,Northeast,Suburban,13,755.9,58.15,43,3,0.128,0.624,0,0.302,0.136,11,6.59,9,29.52,0,1,1,3,0,-1,1,Potential Loyalists,0.4403393935793845,Medium,Medium Value,Medium Propensity,Medium Value / Medium Propensity,5. Potential - Develop,0.3893456329166552,High Engagement,Medium Value | High Engagement | Medium Propensity,6. Potential Stars - Develop,2,3,2,7,2.0,2.125,13,1606.39375,2355.8883333333333,1365.2510898749963,1366.5734365234275,Silver,46-55,Q3,0.5661753178611134,1,0.999399954217085,Critical Risk,4. Re-engagement Campaign
38,Female,106141,Master,Married,4,Southwest,Urban,9,728.38,80.93,39,2,0.139,0.712,0,0.234,0.083,10,11.62,14,50.75,1,1,0,2,0,-1,1,At Risk,0.2307389860566794,Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.4836114338442957,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,1,2,5,2.0,1.87,9,1362.0519000000004,1816.0941333333333,1356.2160201532888,1357.124884421644,Silver,36-45,Q4 (High),0.5698110465644742,1,0.9985300800616203,Critical Risk,4. Re-engagement Campaign
28,Female,58942,Bachelor,Single,2,Northeast,Urban,11,893.45,81.22,35,4,0.201,0.677,0,0.432,0.103,10,5.75,11,36.75,1,0,1,2,0,-1,1,Potential Loyalists,0.1994103202900553,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.4134416207470969,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,2,3,7,2.0,1.80625,11,1613.7398749999998,2366.8979583333335,1646.1257612241293,1685.4618654997264,Silver,26-35,Q1 (Low),0.5131338980728029,1,0.9790913201837809,Critical Risk,4. Re-engagement Campaign
55,Male,111164,Bachelor,Married,4,Midwest,Suburban,16,1547.91,96.74,22,2,0.119,0.476,0,0.442,0.111,17,7.0,7,23.98,0,1,1,3,3,-1,1,Loyal Customers,0.7283722731887963,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.441200530566618,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,4,3,4,11,2.0,2.5,16,3869.6,6707.610000000001,3026.0445141699856,2980.2503020527365,Platinum,46-55,Q4 (High),0.4144710049977875,0,0.0010864025391892256,Very Low Risk,2. VIP Retain & Upsell
52,Female,118674,Master,Widowed,3,West,Urban,19,1511.77,79.57,11,7,0.131,0.658,0,0.381,0.049,11,13.82,8,15.02,0,0,0,1,1,-1,1,Champions,0.8103954132983396,Very High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.2925875694535305,Low Engagement,High Value | Low Engagement | High Propensity,2. VIP Ready - Convert Now,5,4,4,13,2.0,2.5,19,3779.575,7054.926666666666,2957.325335836059,2875.7439306050364,Platinum,46-55,Q4 (High),0.3875047083315161,0,0.0010770697875047803,Very Low Risk,2. VIP Retain & Upsell
28,Female,54310,Bachelor,Single,2,Southeast,Urban,8,591.4,73.92,48,2,0.244,0.303,0,0.169,0.043,6,3.26,14,54.46,0,1,0,2,2,-1,0,At Risk,0.150611018010643,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3141581012645771,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,2,4,2.0,1.5895,8,939.96672,1190.7050466666667,964.8766303793732,1026.7681043340606,Bronze,26-35,Q1 (Low),0.6633683797470846,1,0.999804211514033,Critical Risk,7. Low Priority - Monitor
62,Male,88533,Master,Married,3,Southeast,Urban,11,449.99,40.91,45,1,0.06,0.195,0,0.22,0.089,9,6.39,3,13.19,0,1,1,3,0,-1,0,At Risk,0.621980945672009,High,Low Value,High Propensity,Low Value / High Propensity,7. Hidden Gem - Activate,0.2754553815114291,Low Engagement,Low Value | Low Engagement | High Propensity,4. Hidden Opportunity - Target,1,2,1,4,2.0,1.7,11,765.0169999999999,968.9784666666668,744.1269144534288,778.4868831252858,Bronze,55+,Q3,0.6275755903643809,1,0.999836755954565,Critical Risk,7. Low Priority - Monitor
59,Female,87011,Bachelor,Married,4,West,Suburban,14,1084.27,77.45,45,1,0.044,0.592,0,0.355,0.093,9,3.33,5,19.66,1,0,0,3,0,-1,1,Potential Loyalists,0.2894385257282891,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3187044195018984,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,1,3,3,7,2.0,1.955,14,2119.8064999999997,3108.963513333333,2015.3123858505696,1924.821382814624,Gold,55+,Q3,0.571925782766287,1,0.9988288480468646,Critical Risk,4. Re-engagement Campaign
44,Male,93099,Bachelor,Married,6,West,Suburban,23,1584.0,68.87,25,4,0.007,0.476,1,0.281,0.079,18,8.8,8,35.44,1,0,0,0,3,-1,3,Champions,0.3418736043675581,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.4178225958832628,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,3,5,5,13,3.5,3.850000000000001,23,6098.438500000002,11383.680000000002,3662.807778764979,3706.137642410486,Diamond,36-45,Q4 (High),0.3180132586011252,0,0.00014592393153194813,Very Low Risk,2. VIP Retain & Upsell
43,Other,67647,Bachelor,Single,2,West,Rural,20,332.59,16.63,10,2,0.038,0.53,1,0.417,0.073,13,4.87,5,19.47,1,1,0,0,0,-1,3,Loyal Customers,0.1710534385337986,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.4349728683186299,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,5,4,1,10,3.5,4.375,20,1455.1249999999998,2425.1354166666665,1239.3576504955888,1285.8902497087352,Silver,36-45,Q2,0.24071653744738516,0,0.0001290432789950719,Very Low Risk,5. Growth Opportunity
50,Female,109221,Master,Single,2,Midwest,Suburban,20,1207.93,60.4,13,4,0.013,0.297,0,0.141,0.023,16,5.8,10,12.29,1,0,0,1,0,-1,1,Champions,0.3218378427937944,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3107240628553807,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,5,4,4,13,2.0,2.2,20,2657.6000000000004,4960.565866666668,2436.260673856614,2523.856550667728,Platinum,46-55,Q4 (High),0.4340996318733683,0,0.0033603309194333475,Very Low Risk,2. VIP Retain & Upsell
29,Female,81926,Bachelor,Single,1,West,Urban,10,706.71,70.67,18,3,0.086,0.839,0,0.083,0.032,6,5.43,16,46.8,1,0,0,2,2,-1,0,Potential Loyalists,0.14967444303383,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.2969922645253146,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,4,1,2,7,2.0,2.2,10,1554.7400000000002,2280.3176000000003,1382.1241493575944,1384.17338189138,Silver,26-35,Q3,0.5373348804282705,1,0.9967643804286803,Critical Risk,4. Re-engagement Campaign
42,Female,62589,Bachelor,Single,2,West,Suburban,13,990.97,76.23,17,4,0.156,0.632,0,0.455,0.17,9,3.13,9,15.22,1,0,0,3,0,-1,1,Loyal Customers,0.2757080491439145,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.4001131674723017,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,5,3,3,11,2.0,2.3,13,2279.277,3950.6670666666664,1939.6882902416903,1962.707197063704,Gold,36-45,Q2,0.41786625539442857,0,0.0011850387409281364,Very Low Risk,5. Growth Opportunity
